"DATE","HOUR_MIN","DEMAND","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","PrecipitationIn","Events","WindDirDegrees.br."
2005-03-04,"6:30",2,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"6:45",1,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"7:00",3,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"7:15",5,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"7:30",9,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"7:45",7,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"8:00",14,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"8:15",8,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"8:30",5,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"8:45",10,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"9:00",12,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"9:15",22,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"9:30",15,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"9:45",24,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"10:00",16,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"10:15",28,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"10:30",20,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"10:45",22,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"11:00",33,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"11:15",32,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"11:30",26,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"11:45",33,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"12:00",34,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"12:15",47,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"12:30",35,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"12:45",39,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"13:00",37,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"13:15",43,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"13:30",50,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"13:45",53,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"14:00",45,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"14:15",37,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"14:30",47,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"14:45",39,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"15:00",34,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"15:15",39,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"15:30",39,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"15:45",32,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"16:00",24,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"16:15",39,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"16:30",36,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"16:45",41,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"17:00",51,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"17:15",57,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"17:30",67,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"17:45",49,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"18:00",62,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"18:15",51,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"18:30",50,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"18:45",57,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"19:00",54,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"19:15",58,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"19:30",47,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"19:45",38,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"20:00",45,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"20:15",31,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"20:30",41,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"20:45",30,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"21:00",28,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"21:15",26,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"21:30",16,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
2005-03-04,"21:45",13,86,72,57,59,56,52,88,60,35,30.06,30.02,29.98,16,6,0,"",182
